61,0
62,0
68,1
107,0
143,0
214,0
240,0
243,0
282,0
305,0
311,0
357,0
362,0
393,0
426,0
427,0
432,0
437,1
453,1
459,1
491,0
603,0
662,0
821,1
834,0
859,0
863,0
971,1
999,1
1004,0
1018,0
1024,1
1027,0
1028,0
1029,1
1031,0
1032,0
1033,0
1034,0
1044,0
1047,0
1076,0
1086,0
1096,1
1133,1
1139,0
1142,0
1152,0
1165,0
1168,0
1180,0
1203,1
1238,0
1244,1
1299,0
1322,0
1377,1
1395,0
1412,0
1413,0
1558,1
1560,1
1626,0
1661,0
1671,0
1810,1
1824,0
1838,0
1842,1
1845,0
1846,1
1847,1
1879,0
1884,0
1899,0
1982,0
2021,0
2179,1
2186,0
2218,0
2232,0
2241,0
2269,0
2270,0
2292,0
2362,0
2421,0
2426,0
2457,0
2459,0
2504,0
2518,0
2524,0
2533,0
2536,1
2566,1
2568,0
2575,1
2595,0
2596,0
2806,0
2832,0
2856,0
2860,0
2908,0
4035,0
4057,0
4102,0
4118,0
4202,1
4204,0
4207,0
4333,0
4418,0
4421,0
5027,1
5058,1
5123,0
5434,1
6038,0
6052,0
6063,0
6093,0
6157,0
6159,1
6166,0
6234,1
6235,0
8016,1
8050,0
8078,0
8128,0
8150,0
8174,1
8212,0
8221,0
8224,0
8256,1
8288,1
9136,0
9147,0
9277,1
9299,0
9362,0
9389,1
9390,1
9481,0
9496,1
9518,0
9519,0
9571,0
9572,0
9622,0
9627,0
9684,0
9966,1
9967,1
9986,0
10004,0
10032,0
10040,0
10044,1
10062,0
10186,0
10196,0
10283,0
10293,0
10338,1
10341,0
10342,0
10343,0
10344,0
10346,1
10424,0
10431,0
10438,0
10439,0
10454,0
10456,0
10481,0
12104,1
12112,0
12113,1
12157,0
12159,0
12162,0
14000,0
14016,0
14032,1
14105,0
14107,0
14164,0
14189,0
14201,0
14205,1
14208,1
14244,0
14265,0
14276,0
14285,0
14287,0
14308,0
14348,1
14349,0
14365,0
14397,0
14399,0
14401,0
15006,0
15009,0
15026,0
15027,0
15038,1
15049,1
15056,1
15057,0
15065,0
15073,0
15096,0
15099,0
15100,0
15102,0
15147,0
15174,0
15224,0
15235,0
15243,0
15244,0
15248,0
15251,0
15303,1
15304,0
15306,1
15321,0
15325,0
15344,0
15457,0
15464,0
15469,1
15511,0
15514,0
15582,0
15585,0
15631,0
15639,0
15672,0
15683,0
15694,1
15733,0
15734,0
15836,0
15851,0
15852,1
15865,1
15889,0
15894,0
15898,1
15904,0
15910,0
15924,1
15939,0
15972,0
15987,0
15995,1
16031,0
16076,0
16113,0
16120,0
16171,0
16214,0
16218,0
16220,0
16221,1
16223,0
16233,0
16296,0
16307,1
16316,1
16324,0
16325,0
16353,0
16359,0
16360,0
16361,0
16377,0
16428,0
16477,0
16478,1
16481,0
16499,1
16515,1
16534,0
16538,1
16539,1
16550,0
16570,0
16571,0
16576,0
16606,0
16618,0
16619,0
16620,0
16624,0
16649,0
16663,0
16670,0
16672,0
16674,0
16675,0
16691,0
16694,0
16708,0
16717,0
16720,1
16726,0
16752,0
16759,0
16780,1
16799,0
16809,1
16817,1
16818,0
16822,0
16828,0
16833,0
16837,0
16838,0
16839,0
16840,0
16841,0
16858,1
16885,0
16889,0
16890,0
16895,1
16919,0
16948,0
16951,0
16952,0
16956,1
16957,1
16963,0
16986,1
17005,1
17007,1
17008,1
17063,0
18008,0
18010,0
18017,0
18116,0
18117,0
18118,0
18129,0
18131,0
18133,1
18147,0
18176,0
18198,0
18307,0
19023,0
19024,0
20005,0
20053,0
20079,1
20081,0
20145,1
20227,0
20265,0
20275,0
20294,0
20295,0
20296,1
20298,1
20309,1
20368,1
20374,1
20375,0
20389,0
20459,1
20465,1
20563,0
20612,1
20624,1
20666,0
20667,0
20676,0
20717,1
20749,1
20754,0
20757,0
20785,0
20822,0
20876,1
20898,0
20954,1
21022,0
21039,0
21040,0
21087,0
22046,1
22052,0
22062,0
22063,0
22074,0
22075,0
22091,1
22092,0
22093,1
22106,1
22108,1
22120,0
22123,1
22128,1
22135,0
22138,0
22188,0
22221,0
22231,0
22238,0
22242,0
22383,1
22397,0
23081,1
23169,0
23176,0
23177,0
23182,0
23226,1
23227,0
23252,0
23262,0
23272,0
23290,0
23316,0
23327,0
23361,0
23402,0
23403,0
23420,0
23423,0
23445,0
23450,0
23475,1
23478,0
23486,1
23487,1
23488,0
23492,0
23523,0
23550,1
23560,0
23575,0
23577,1
23578,0
23628,0
23631,0
23640,0
23655,1
23672,0
23713,0
23716,0
23743,0
23744,0
23783,0
23786,1
23788,1
23791,1
23826,0
23831,0
23832,0
23834,0
23839,1
23860,0
23861,0
23916,0
23923,0
23924,0
23947,0
24012,0
24020,0
24021,0
24039,1
24047,0
24060,0
24078,0
24110,0
24140,0
24143,0
24153,0
24161,0
24185,0
24186,0
24187,0
24188,0
24189,0
24191,0
24201,0
24202,0
24252,0
24258,1
24263,0
24264,0
24265,0
24267,0
24283,1
24304,0
24315,1
24316,1
24318,1
24321,1
24327,1
24333,0
24347,1
24354,0
24355,0
24366,0
24372,0
24386,0
24475,0
24491,0
24493,0
24500,0
24513,0
24514,0
24530,0
24548,0
24581,0
24586,0
24618,0
24638,1
24645,0
24651,1
24664,0
24684,0
24699,1
24709,0
24710,0
24733,0
24754,0
24755,0
24757,0
24764,0
24772,0
24774,0
24776,0
24792,1
24794,1
24801,0
24807,0
24816,0
24818,0
24847,0
24859,0
24860,0
